id,timestamp,query_text,intent,document_id,product_id,conversation_id
1,2025-11-28T12:06:49Z,Hallo ich bin David von der SchwarzStahl AG,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
2,2025-11-28T12:06:50Z,"Hallo David, freut mich Sie kennenzulernen! Was kann ich für Sie tun?",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
3,2025-11-28T12:07:05Z,Ich habe fragen zu einigen Produkten,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
4,2025-11-28T12:07:05Z,"Gerne, zu welchen Artikeln oder Produkten hast du genau Fragen?",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
5,2025-11-28T12:07:29Z,Wann benötige ich ein Nutex HSS und wann ein Nutex HSS,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
6,2025-11-28T12:07:34Z,"1.  **NUTEX HSS:**
    *   Verwende NUTEX HSS-Werkzeuge, wenn das Werkstück aus weicherem Material besteht (z. B. Baustahl, Aluminium, Messing oder Kunststoff).
    *   Verwende NUTEX HSS-Werkzeuge, wenn die Maschine eine begrenzte Leistung hat oder konventionell ist (keine CNC-Hochgeschwindigkeitsmaschine).
    *   Verwende NUTEX HSS-Werkzeuge, wenn die Schnittgeschwindigkeit niedrig bis mittel ist.
    *   Verwende NUTEX HSS-Werkzeuge, wenn der Kunde Wert auf Wirtschaftlichkeit und günstige Werkzeugkosten legt.
    *   Wähle NUTEX HSS wegen der geringeren Anschaffungskosten, wenn die Bearbeitung gelegentlich oder in kleinen Serien erfolgt.
    *   NUTEX HSS wird empfohlen, wenn das Ziel ein gleichmäßiger Schnitt bei moderater Belastung ist.
    *   HSS kann verwendet werden, wenn ausreichend Kühlschmierstoff vorhanden ist.

2.  **NUTEX Hartmetall:**
    *   Verwende NUTEX Hartmetall-Werkzeuge, wenn das Werkstück aus harten oder abrasiven Materialien besteht (z. B. Edelstahl, gehärteter Stahl, Titan oder Faserverbundstoffe).
    *   Verwende NUTEX Hartmetall-Werkzeuge, wenn die Maschine leistungsstark und vibrationsarm ist (z. B. CNC-Maschine).
    *   Verwende NUTEX Hartmetall-Werkzeuge, wenn eine hohe Schnittgeschwindigkeit oder lange Standzeit verlangt wird.
    *   Verwende NUTEX Hartmetall-Werkzeuge, wenn der Kunde hohe Maßgenauigkeit und beste Oberflächenqualität fordert.
    *   Wähle NUTEX Hartmetall, um Standzeiten und Bearbeitungskosten zu optimieren, wenn die Bearbeitung häufig oder in Großserien erfolgt.
    *   Bevorzuge Hartmetall, wenn ohne Kühlung gearbeitet wird oder die Temperatur an der Schneide stark ansteigt, da es hitzebeständiger ist.",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
7,2025-11-28T12:07:34Z,"Quellen:
[1] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\products\DMN.txt
[2] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\products\DMN.txt
[3] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\products\DMN.txt
[4] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\products\DMN.txt
[5] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\products\Artikel_Code.txt
[6] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\services\Events & Schulungen - Deutsch.pdf S. 3
[7] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\AGB - Deutsch.pdf S. 2
[8] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\services\Events & Schulungen - Deutsch.pdf S. 1",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
8,2025-11-28T12:07:57Z,"Okay cool, kann ich auch gleich über dich bestellen?",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
9,2025-11-28T12:07:57Z,"Möchten Sie **direkt bestellen** oder zuerst eine **Beratung/Produktempfehlung**?
Bitte antworten Sie mit **bestellen** oder **beratung**.",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
10,2025-11-28T12:08:07Z,bestellen,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
11,2025-11-28T12:08:07Z,"Alles klar – ich starte den Bestell‑Assistenten.
Zuerst benötige ich Ihre Kundendaten.

Kundennummer? (optional – mit Enter überspringen)",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
12,2025-11-28T12:08:53Z,10600,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
13,2025-11-28T12:08:53Z,E-Mail für Bestätigung? (Pflicht),,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
14,2025-11-28T12:09:02Z,yallo@gmx.ch,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
15,2025-11-28T12:09:02Z,"Danke. Nun zu den Artikeln.
Artikelnummer? (Pflicht)",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
16,2025-11-28T12:09:12Z,owejdo,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
17,2025-11-28T12:09:12Z,"Ungueltige Artikelnummer. Erlaubte Muster: 6042.0206, 6042-0206, 6042_0206, 60420206",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
18,2025-11-28T12:09:19Z,6042-0206,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
19,2025-11-28T12:09:20Z,Menge? (Pflicht),,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
20,2025-11-28T12:09:24Z,3,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
21,2025-11-28T12:09:24Z,"Dieser Artikel ist vollständig. Sie können **'neuer artikel'** schreiben oder **'fertig'**, um fortzufahren.",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
22,2025-11-28T12:09:33Z,fertig,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
23,2025-11-28T12:09:33Z,Kommentar zur Bestellung? (optional – mit Enter überspringen),,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
24,2025-11-28T12:09:40Z,nein,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
25,2025-11-28T12:09:40Z,"🧾 Zusammenfassung Ihrer Bestellanfrage:
Kundennummer: 10600
E-Mail: yallo@gmx.ch

Positionen:
  1) Artikelnummer: 6042-0206 – Menge: 3

Kommentar: nein

Bitte bestätigen: **ja** / **nein**",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
26,2025-11-28T12:09:44Z,ja,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
27,2025-11-28T12:09:44Z,"✅ Besten Dank für Ihre Bestellung, kann ich Ihnen sonst noch weiterhelfen?",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
28,2025-11-28T12:10:04Z,was ist der Mindestbestellwert?,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
29,2025-11-28T12:10:04Z,Bitte antworten Sie mit **bestellen** oder **beratung**.,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
30,2025-11-28T12:12:27Z,beratung,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
31,2025-11-28T12:12:28Z,"Aktuell kann ich Bestellungen noch nicht direkt aufnehmen, aber ich helfe dir gerne dabei, Informationen zu finden!",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
32,2025-11-28T12:12:45Z,Gibt es einen Mindestbestellwert?,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
33,2025-11-28T12:12:45Z,"Möchten Sie **direkt bestellen** oder zuerst eine **Beratung/Produktempfehlung**?
Bitte antworten Sie mit **bestellen** oder **beratung**.",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
34,2025-11-28T12:12:52Z,beratung,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
35,2025-11-28T12:12:55Z,"1.  Der Mindestbestellwert beträgt für die Schweiz CHF 40.-, ab Lager Deutschland € 40.-, Export € 150.-, resp. CHF 150.-.
2.  Bestellungen unter CHF 100.- werden generell ohne Rabatt ausgeführt.",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
36,2025-11-28T12:12:55Z,"Quellen:
[1] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\AGB - Deutsch.pdf S. 1
[2] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\AGB - Deutsch.pdf S. 1
[3] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\AGB - Deutsch.pdf S. 1
[4] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\AGB - Deutsch.pdf S. 2
[5] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\Datenschutz - Deutsch.pdf S. 5
[6] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\Datenschutz - Deutsch.pdf S. 7
[7] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\Datenschutz - Deutsch.pdf S. 7
[8] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\Datenschutz - Deutsch.pdf S. 4",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
37,2025-11-28T12:13:00Z,Danke,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
38,2025-11-28T12:13:01Z,Gern geschehen! 😊,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
39,2025-12-04T08:53:49Z,"Ihr schweine Ihr, meine Ware ist kaputt angekommen",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
40,2025-12-04T08:53:55Z,"1.  **Reklamation:** Reklamationen können nur innerhalb von acht Tagen nach Erhalt der Ware entgegengenommen werden.
2.  **Gewährleistung:** Bei einem berechtigten Gewährleistungsanspruch hat der Besteller ausschliesslich Anspruch auf Ersatz oder Reparatur der mangelhaften Ware. Weitere Ansprüche sind ausgeschlossen.
3.  **Garantie:** Wenn ein Werkzeug infolge eines Material- oder Härtefehlers defekt geht, wird es kostenlos ersetzt. Die Garantie erstreckt sich jedoch nur auf den Ersatz des Werkzeuges, ohne jede weitere Entschädigung. Für Werkzeuge, die durch normale Abnützung, unsachgemässen Einsatz oder übermässige Beanspruchung defekt gingen, kann kein Ersatz geleistet werden.
4.  **Lieferung:** Die Lieferung erfolgt ab Werk Seengen CH oder ab Lager Balingen D (ex works), auf Rechnung und Gefahr des Bestellers.",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
41,2025-12-04T08:53:55Z,"Quellen:
[1] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\AGB - Deutsch.pdf S. 2
[2] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\AGB - Deutsch.pdf S. 1
[3] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\AGB - Deutsch.pdf S. 1
[4] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\AGB - Deutsch.pdf S. 2
[5] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\AGB - Deutsch.pdf S. 1
[6] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\services\Nachschärfservice - Deutsch.pdf S. 1
[7] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\legal\Datenschutz - Deutsch.pdf S. 4
[8] C:\Users\david\PycharmProjects\ALESA_Chatbot\data\raw\alesa\services\Nachschärfservice - Deutsch.pdf S. 2",,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
42,2025-12-04T08:54:44Z,das hat mir mal so garnicht geholfen,,,,5f9b4e33-f7cf-4e4c-ba3f-53e7e265a978
